platform_id,timestamp,queue_length,queue_length_type,train_id
310_3_1,22800,0,After Onboard,3_1_5
111_1_1,22800,0,When Arrival,1_1_7
321_3_0,22800,0,When Arrival,3_0_5
918_4_0,22800,0,When Arrival,4_0_7
202_2_1,22800,0,When Arrival,2_1_5
128_1_0,22800,2,Before Onboard,1_0_3
128_1_0,22800,0,After Onboard,1_0_3
101_1_1,22800,3,Before Onboard,1_1_3
101_1_1,22800,0,After Onboard,1_1_3
918_4_1,22800,16,Before Onboard,4_1_7
918_4_1,22800,0,After Onboard,4_1_7
103_1_1,22830,0,When Arrival,1_1_4
116_3_1,22830,14,Before Onboard,3_1_6
116_3_1,22830,0,After Onboard,3_1_6
108_1_1,22830,0,When Arrival,1_1_6
216_2_0,22830,4,Before Onboard,2_0_6
216_2_0,22830,0,After Onboard,2_0_6
210_2_0,22830,8,Before Onboard,2_0_8
210_2_0,22830,0,After Onboard,2_0_8
125_1_1,22830,3,Before Onboard,1_1_12
125_1_1,22830,0,After Onboard,1_1_12
325_3_1,22830,17,Before Onboard,3_1_10
325_3_1,22830,0,After Onboard,3_1_10
918_4_0,22860,1,Before Onboard,4_0_7
918_4_0,22860,0,After Onboard,4_0_7
925_4_1,22860,0,When Arrival,4_1_9
208_2_0,22860,1,When Arrival,2_0_9
219_2_0,22860,15,Before Onboard,2_0_5
219_2_0,22860,0,After Onboard,2_0_5
926_4_0,22860,0,When Arrival,4_0_5
922_4_1,22860,1,Before Onboard,4_1_8
922_4_1,22860,0,After Onboard,4_1_8
303_3_1,22860,12,Before Onboard,3_1_3
303_3_1,22860,0,After Onboard,3_1_3
206_2_1,22860,0,When Arrival,2_1_7
321_3_0,22860,10,Before Onboard,3_0_5
321_3_0,22860,0,After Onboard,3_0_5
111_1_1,22860,7,Before Onboard,1_1_7
111_1_1,22860,0,After Onboard,1_1_7
105_1_1,22860,2,When Arrival,1_1_5
202_2_1,22860,7,Before Onboard,2_1_5
202_2_1,22860,0,After Onboard,2_1_5
122_1_1,22860,0,When Arrival,1_1_11
214_2_1,22890,0,When Arrival,2_1_10
116_1_0,22890,1,When Arrival,1_0_8
103_1_1,22890,7,Before Onboard,1_1_4
103_1_1,22890,0,After Onboard,1_1_4
108_1_1,22890,8,Before Onboard,1_1_6
108_1_1,22890,0,After Onboard,1_1_6
119_1_0,22920,0,When Arrival,1_0_7
919_4_0,22920,0,When Arrival,4_0_7
321_3_1,22920,0,When Arrival,3_1_9
303_3_0,22920,0,When Arrival,3_0_11
110_1_1,22920,0,When Arrival,1_1_7
113_1_0,22920,19,When Arrival,1_0_9
122_1_1,22920,9,Before Onboard,1_1_11
122_1_1,22920,0,After Onboard,1_1_11
105_1_1,22920,8,Before Onboard,1_1_5
105_1_1,22920,0,After Onboard,1_1_5
925_4_1,22920,8,Before Onboard,4_1_9
925_4_1,22920,0,After Onboard,4_1_9
928_4_1,22920,7,Before Onboard,4_1_10
928_4_1,22920,0,After Onboard,4_1_10
926_4_0,22920,3,Before Onboard,4_0_5
926_4_0,22920,0,After Onboard,4_0_5
214_2_0,22920,0,When Arrival,2_0_7
108_4_1,22920,7,When Arrival,4_1_7
921_4_1,22920,0,When Arrival,4_1_8
208_2_0,22920,8,Before Onboard,2_0_9
208_2_0,22920,0,After Onboard,2_0_9
206_2_1,22920,10,Before Onboard,2_1_7
206_2_1,22920,0,After Onboard,2_1_7
909_4_0,22920,10,Before Onboard,4_0_10
909_4_0,22920,0,After Onboard,4_0_10
119_1_1,22950,0,When Arrival,1_1_10
325_3_0,22950,0,When Arrival,3_0_4
116_3_0,22950,13,When Arrival,3_0_8
110_1_0,22950,0,When Arrival,1_0_10
113_1_1,22950,20,When Arrival,1_1_8
116_1_0,22950,5,Before Onboard,1_0_8
116_1_0,22950,0,After Onboard,1_0_8
206_2_0,22950,0,When Arrival,2_0_10
208_2_1,22950,6,When Arrival,2_1_8
214_2_1,22950,23,Before Onboard,2_1_10
214_2_1,22950,0,After Onboard,2_1_10
119_1_0,22980,10,Before Onboard,1_0_7
119_1_0,22980,0,After Onboard,1_0_7
321_3_1,22980,4,Before Onboard,3_1_9
321_3_1,22980,0,After Onboard,3_1_9
919_4_0,22980,12,Before Onboard,4_0_7
919_4_0,22980,0,After Onboard,4_0_7
310_3_0,22980,0,When Arrival,3_0_9
116_1_1,22980,6,When Arrival,1_1_9
110_1_1,22980,9,Before Onboard,1_1_7
110_1_1,22980,0,After Onboard,1_1_7
303_3_0,22980,2,Before Onboard,3_0_11
303_3_0,22980,0,After Onboard,3_0_11
316_3_0,22980,0,When Arrival,3_0_7
113_1_0,22980,29,Before Onboard,1_0_9
113_1_0,22980,0,After Onboard,1_0_9
214_2_0,22980,2,Before Onboard,2_0_7
214_2_0,22980,0,After Onboard,2_0_7
108_4_1,22980,8,Before Onboard,4_1_7
108_4_1,22980,0,After Onboard,4_1_7
913_4_1,22980,0,When Arrival,4_1_6
921_4_1,22980,12,Before Onboard,4_1_8
921_4_1,22980,0,After Onboard,4_1_8
329_3_1,23010,11,Before Onboard,3_1_12
329_3_1,23010,0,After Onboard,3_1_12
110_1_0,23010,0,Before Onboard,1_0_10
110_1_0,23010,0,After Onboard,1_0_10
305_3_1,23010,0,When Arrival,3_1_4
325_3_0,23010,7,Before Onboard,3_0_4
325_3_0,23010,0,After Onboard,3_0_4
105_3_0,23010,5,Before Onboard,3_0_12
105_3_0,23010,0,After Onboard,3_0_12
206_2_0,23010,4,Before Onboard,2_0_10
206_2_0,23010,0,After Onboard,2_0_10
208_2_1,23010,8,Before Onboard,2_1_8
208_2_1,23010,0,After Onboard,2_1_8
116_3_0,23010,15,Before Onboard,3_0_8
116_3_0,23010,0,After Onboard,3_0_8
219_2_1,23010,4,Before Onboard,2_1_12
219_2_1,23010,0,After Onboard,2_1_12
202_2_0,23010,12,Before Onboard,2_0_12
202_2_0,23010,0,After Onboard,2_0_12
119_1_1,23010,0,Before Onboard,1_1_10
119_1_1,23010,0,After Onboard,1_1_10
105_1_0,23010,0,When Arrival,1_0_12
122_1_0,23010,0,When Arrival,1_0_6
113_1_1,23010,20,Before Onboard,1_1_8
113_1_1,23010,0,After Onboard,1_1_8
108_1_0,23040,33,When Arrival,1_0_11
116_1_1,23040,8,Before Onboard,1_1_9
116_1_1,23040,0,After Onboard,1_1_9
208_3_1,23040,15,When Arrival,3_1_5
103_1_0,23040,0,When Arrival,1_0_13
316_3_0,23040,6,Before Onboard,3_0_7
316_3_0,23040,0,After Onboard,3_0_7
305_4_1,23040,5,When Arrival,4_1_7
210_2_1,23040,0,When Arrival,2_1_9
913_4_1,23040,19,Before Onboard,4_1_6
913_4_1,23040,0,After Onboard,4_1_6
216_2_1,23040,0,When Arrival,2_1_11
310_3_0,23040,12,Before Onboard,3_0_9
310_3_0,23040,0,After Onboard,3_0_9
305_4_0,23040,7,When Arrival,4_0_8
305_3_1,23070,13,Before Onboard,3_1_4
305_3_1,23070,0,After Onboard,3_1_4
113_2_0,23070,6,When Arrival,2_0_8
213_2_1,23070,0,When Arrival,2_1_10
122_1_0,23070,6,Before Onboard,1_0_6
122_1_0,23070,0,After Onboard,1_0_6
111_1_0,23070,0,When Arrival,1_0_10
105_1_0,23070,4,Before Onboard,1_0_12
105_1_0,23070,0,After Onboard,1_0_12
103_1_0,23100,10,Before Onboard,1_0_13
103_1_0,23100,0,After Onboard,1_0_13
305_4_1,23100,5,Before Onboard,4_1_7
305_4_1,23100,0,After Onboard,4_1_7
204_2_0,23100,0,When Arrival,2_0_11
108_1_0,23100,39,Before Onboard,1_0_11
108_1_0,23100,0,After Onboard,1_0_11
208_3_1,23100,15,Before Onboard,3_1_5
208_3_1,23100,0,After Onboard,3_1_5
210_2_1,23100,10,Before Onboard,2_1_9
210_2_1,23100,0,After Onboard,2_1_9
305_4_0,23100,7,Before Onboard,4_0_8
305_4_0,23100,0,After Onboard,4_0_8
125_1_0,23100,0,When Arrival,1_0_5
216_2_1,23100,15,Before Onboard,2_1_11
216_2_1,23100,0,After Onboard,2_1_11
913_4_0,23100,0,When Arrival,4_0_9
101_1_0,23130,21,Before Onboard,1_0_14
101_1_0,23130,0,After Onboard,1_0_14
128_1_1,23130,11,Before Onboard,1_1_14
128_1_1,23130,0,After Onboard,1_1_14
213_2_1,23130,7,Before Onboard,2_1_10
213_2_1,23130,0,After Onboard,2_1_10
101_1_1,23130,0,When Arrival,1_1_4
111_1_0,23130,11,Before Onboard,1_0_10
111_1_0,23130,0,After Onboard,1_0_10
113_2_0,23130,16,Before Onboard,2_0_8
113_2_0,23130,0,After Onboard,2_0_8
208_3_0,23130,7,When Arrival,3_0_10
128_1_0,23130,0,When Arrival,1_0_4
108_4_0,23160,10,When Arrival,4_0_8
921_4_0,23160,0,When Arrival,4_0_7
125_1_0,23160,15,Before Onboard,1_0_5
125_1_0,23160,0,After Onboard,1_0_5
204_2_0,23160,14,Before Onboard,2_0_11
204_2_0,23160,0,After Onboard,2_0_11
919_4_1,23160,0,When Arrival,4_1_8
105_3_1,23160,0,When Arrival,3_1_3
909_4_1,23160,0,When Arrival,4_1_5
204_2_1,23160,0,When Arrival,2_1_7
928_4_0,23160,0,When Arrival,4_0_5
125_1_1,23160,0,When Arrival,1_1_13
329_3_0,23160,0,When Arrival,3_0_3
305_3_0,23160,5,When Arrival,3_0_11
913_4_0,23160,6,Before Onboard,4_0_9
913_4_0,23160,0,After Onboard,4_0_9
111_1_1,23190,0,When Arrival,1_1_8
213_2_0,23190,0,When Arrival,2_0_8
101_1_1,23190,2,Before Onboard,1_1_4
101_1_1,23190,0,After Onboard,1_1_4
128_1_0,23190,4,Before Onboard,1_0_4
128_1_0,23190,0,After Onboard,1_0_4
310_3_1,23190,0,When Arrival,3_1_6
208_3_0,23190,12,Before Onboard,3_0_10
208_3_0,23190,0,After Onboard,3_0_10
113_2_1,23190,0,When Arrival,2_1_10
316_3_1,23190,0,When Arrival,3_1_8
103_1_1,23220,0,When Arrival,1_1_5
108_1_1,23220,6,When Arrival,1_1_7
928_4_0,23220,10,Before Onboard,4_0_5
928_4_0,23220,0,After Onboard,4_0_5
926_4_1,23220,0,When Arrival,4_1_10
105_3_1,23220,5,Before Onboard,3_1_3
105_3_1,23220,0,After Onboard,3_1_3
305_3_0,23220,12,Before Onboard,3_0_11
305_3_0,23220,0,After Onboard,3_0_11
108_4_0,23220,31,Before Onboard,4_0_8
108_4_0,23220,0,After Onboard,4_0_8
204_2_1,23220,5,Before Onboard,2_1_7
204_2_1,23220,0,After Onboard,2_1_7
216_2_0,23220,0,When Arrival,2_0_7
909_4_1,23220,11,Before Onboard,4_1_5
909_4_1,23220,0,After Onboard,4_1_5
329_3_0,23220,6,Before Onboard,3_0_3
329_3_0,23220,0,After Onboard,3_0_3
919_4_1,23220,8,Before Onboard,4_1_8
919_4_1,23220,0,After Onboard,4_1_8
210_2_0,23220,0,When Arrival,2_0_9
125_1_1,23220,4,Before Onboard,1_1_13
125_1_1,23220,0,After Onboard,1_1_13
116_3_1,23220,4,When Arrival,3_1_7
921_4_0,23220,12,Before Onboard,4_0_7
921_4_0,23220,0,After Onboard,4_0_7
325_3_1,23220,0,When Arrival,3_1_11
925_4_0,23220,0,When Arrival,4_0_6
303_3_1,23250,0,When Arrival,3_1_4
113_2_1,23250,7,Before Onboard,2_1_10
113_2_1,23250,0,After Onboard,2_1_10
122_1_1,23250,0,When Arrival,1_1_12
219_2_0,23250,0,When Arrival,2_0_6
213_2_0,23250,4,Before Onboard,2_0_8
213_2_0,23250,0,After Onboard,2_0_8
105_1_1,23250,2,When Arrival,1_1_6
321_3_0,23250,0,When Arrival,3_0_6
316_3_1,23250,7,Before Onboard,3_1_8
316_3_1,23250,0,After Onboard,3_1_8
310_3_1,23250,9,Before Onboard,3_1_6
310_3_1,23250,0,After Onboard,3_1_6
111_1_1,23250,6,Before Onboard,1_1_8
111_1_1,23250,0,After Onboard,1_1_8
202_2_1,23250,0,When Arrival,2_1_6
116_3_1,23280,12,Before Onboard,3_1_7
116_3_1,23280,0,After Onboard,3_1_7
926_4_1,23280,20,Before Onboard,4_1_10
926_4_1,23280,0,After Onboard,4_1_10
918_4_1,23280,0,When Arrival,4_1_8
216_2_0,23280,13,Before Onboard,2_0_7
216_2_0,23280,0,After Onboard,2_0_7
116_1_0,23280,2,When Arrival,1_0_9
210_2_0,23280,8,Before Onboard,2_0_9
210_2_0,23280,0,After Onboard,2_0_9
925_4_0,23280,15,Before Onboard,4_0_6
925_4_0,23280,0,After Onboard,4_0_6
922_4_0,23280,0,When Arrival,4_0_7
103_1_1,23280,6,Before Onboard,1_1_5
103_1_1,23280,0,After Onboard,1_1_5
325_3_1,23280,10,Before Onboard,3_1_11
325_3_1,23280,0,After Onboard,3_1_11
108_1_1,23280,8,Before Onboard,1_1_7
108_1_1,23280,0,After Onboard,1_1_7
105_1_1,23310,3,Before Onboard,1_1_6
105_1_1,23310,0,After Onboard,1_1_6
303_3_1,23310,19,Before Onboard,3_1_4
303_3_1,23310,0,After Onboard,3_1_4
113_1_0,23310,20,When Arrival,1_0_10
202_2_1,23310,17,Before Onboard,2_1_6
202_2_1,23310,0,After Onboard,2_1_6
208_2_0,23310,3,When Arrival,2_0_10
119_1_0,23310,0,When Arrival,1_0_8
206_2_1,23310,0,When Arrival,2_1_8
321_3_0,23310,8,Before Onboard,3_0_6
321_3_0,23310,0,After Onboard,3_0_6
110_1_1,23310,0,When Arrival,1_1_8
122_1_1,23310,6,Before Onboard,1_1_12
122_1_1,23310,0,After Onboard,1_1_12
219_2_0,23310,18,Before Onboard,2_0_6
219_2_0,23310,0,After Onboard,2_0_6
918_4_0,23340,0,When Arrival,4_0_8
110_1_0,23340,0,When Arrival,1_0_11
922_4_0,23340,18,Before Onboard,4_0_7
922_4_0,23340,0,After Onboard,4_0_7
922_4_1,23340,0,When Arrival,4_1_9
113_1_1,23340,22,When Arrival,1_1_9
918_4_1,23340,20,Before Onboard,4_1_8
918_4_1,23340,0,After Onboard,4_1_8
214_2_1,23340,0,When Arrival,2_1_11
116_1_0,23340,2,Before Onboard,1_0_9
116_1_0,23340,0,After Onboard,1_0_9
119_1_1,23340,0,When Arrival,1_1_11
303_3_0,23370,0,When Arrival,3_0_12
214_2_0,23370,0,When Arrival,2_0_8
206_2_1,23370,7,Before Onboard,2_1_8
206_2_1,23370,0,After Onboard,2_1_8
119_1_0,23370,18,Before Onboard,1_0_8
119_1_0,23370,0,After Onboard,1_0_8
208_2_0,23370,8,Before Onboard,2_0_10
208_2_0,23370,0,After Onboard,2_0_10
321_3_1,23370,0,When Arrival,3_1_10
113_1_0,23370,22,Before Onboard,1_0_10
113_1_0,23370,0,After Onboard,1_0_10
116_1_1,23370,12,When Arrival,1_1_10
110_1_1,23370,16,Before Onboard,1_1_8
110_1_1,23370,0,After Onboard,1_1_8
922_4_1,23400,3,Before Onboard,4_1_9
922_4_1,23400,0,After Onboard,4_1_9
113_1_1,23400,22,Before Onboard,1_1_9
113_1_1,23400,0,After Onboard,1_1_9
119_1_1,23400,2,Before Onboard,1_1_11
119_1_1,23400,0,After Onboard,1_1_11
206_2_0,23400,0,When Arrival,2_0_11
110_1_0,23400,0,Before Onboard,1_0_11
110_1_0,23400,0,After Onboard,1_0_11
105_1_0,23400,0,When Arrival,1_0_13
116_3_0,23400,13,When Arrival,3_0_9
918_4_0,23400,2,Before Onboard,4_0_8
918_4_0,23400,0,After Onboard,4_0_8
122_1_0,23400,0,When Arrival,1_0_7
214_2_1,23400,19,Before Onboard,2_1_11
214_2_1,23400,0,After Onboard,2_1_11
926_4_0,23400,0,When Arrival,4_0_6
925_4_1,23400,0,When Arrival,4_1_10
208_2_1,23400,6,When Arrival,2_1_9
325_3_0,23400,0,When Arrival,3_0_5
116_1_1,23430,17,Before Onboard,1_1_10
116_1_1,23430,0,After Onboard,1_1_10
303_3_0,23430,4,Before Onboard,3_0_12
303_3_0,23430,0,After Onboard,3_0_12
108_1_0,23430,6,When Arrival,1_0_12
214_2_0,23430,0,Before Onboard,2_0_8
214_2_0,23430,0,After Onboard,2_0_8
310_3_0,23430,0,When Arrival,3_0_10
316_3_0,23430,0,When Arrival,3_0_8
321_3_1,23430,7,Before Onboard,3_1_10
321_3_1,23430,0,After Onboard,3_1_10
103_1_0,23430,0,When Arrival,1_0_14
116_3_0,23460,14,Before Onboard,3_0_9
116_3_0,23460,0,After Onboard,3_0_9
919_4_0,23460,0,When Arrival,4_0_8
111_1_0,23460,0,When Arrival,1_0_11
122_1_0,23460,5,Before Onboard,1_0_7
122_1_0,23460,0,After Onboard,1_0_7
928_4_1,23460,15,Before Onboard,4_1_11
928_4_1,23460,0,After Onboard,4_1_11
926_4_0,23460,3,Before Onboard,4_0_6
926_4_0,23460,0,After Onboard,4_0_6
105_3_0,23460,11,Before Onboard,3_0_13
105_3_0,23460,0,After Onboard,3_0_13
325_3_0,23460,9,Before Onboard,3_0_5
325_3_0,23460,0,After Onboard,3_0_5
208_2_1,23460,8,Before Onboard,2_1_9
208_2_1,23460,0,After Onboard,2_1_9
925_4_1,23460,4,Before Onboard,4_1_10
925_4_1,23460,0,After Onboard,4_1_10
219_2_1,23460,7,Before Onboard,2_1_13
219_2_1,23460,0,After Onboard,2_1_13
105_1_0,23460,0,Before Onboard,1_0_13
105_1_0,23460,0,After Onboard,1_0_13
108_4_1,23460,14,When Arrival,4_1_8
202_2_0,23460,6,Before Onboard,2_0_13
202_2_0,23460,0,After Onboard,2_0_13
921_4_1,23460,0,When Arrival,4_1_9
329_3_1,23460,9,Before Onboard,3_1_13
329_3_1,23460,0,After Onboard,3_1_13
305_3_1,23460,0,When Arrival,3_1_5
206_2_0,23460,4,Before Onboard,2_0_11
206_2_0,23460,0,After Onboard,2_0_11
909_4_0,23460,9,Before Onboard,4_0_11
909_4_0,23460,0,After Onboard,4_0_11
103_1_0,23490,6,Before Onboard,1_0_14
103_1_0,23490,0,After Onboard,1_0_14
125_1_0,23490,0,When Arrival,1_0_6
310_3_0,23490,8,Before Onboard,3_0_10
310_3_0,23490,0,After Onboard,3_0_10
208_3_1,23490,11,When Arrival,3_1_6
316_3_0,23490,7,Before Onboard,3_0_8
316_3_0,23490,0,After Onboard,3_0_8
108_1_0,23490,41,Before Onboard,1_0_12
108_1_0,23490,0,After Onboard,1_0_12
216_2_1,23490,0,When Arrival,2_1_12
210_2_1,23490,0,When Arrival,2_1_10
213_2_1,23520,0,When Arrival,2_1_11
101_1_0,23520,11,Before Onboard,1_0_15
101_1_0,23520,0,After Onboard,1_0_15
113_2_0,23520,13,When Arrival,2_0_9
913_4_1,23520,0,When Arrival,4_1_7
108_4_1,23520,15,Before Onboard,4_1_8
108_4_1,23520,0,After Onboard,4_1_8
128_1_1,23520,9,Before Onboard,1_1_15
128_1_1,23520,0,After Onboard,1_1_15
921_4_1,23520,12,Before Onboard,4_1_9
921_4_1,23520,0,After Onboard,4_1_9
101_1_1,23520,0,When Arrival,1_1_5
919_4_0,23520,10,Before Onboard,4_0_8
919_4_0,23520,0,After Onboard,4_0_8
111_1_0,23520,7,Before Onboard,1_0_11
111_1_0,23520,0,After Onboard,1_0_11
305_3_1,23520,13,Before Onboard,3_1_5
305_3_1,23520,0,After Onboard,3_1_5
128_1_0,23520,0,When Arrival,1_0_5
210_2_1,23550,8,Before Onboard,2_1_10
210_2_1,23550,0,After Onboard,2_1_10
204_2_0,23550,0,When Arrival,2_0_12
125_1_1,23550,0,When Arrival,1_1_14
216_2_1,23550,10,Before Onboard,2_1_12
216_2_1,23550,0,After Onboard,2_1_12
125_1_0,23550,11,Before Onboard,1_0_6
125_1_0,23550,0,After Onboard,1_0_6
208_3_1,23550,17,Before Onboard,3_1_6
208_3_1,23550,0,After Onboard,3_1_6
208_3_0,23580,9,When Arrival,3_0_11
305_4_1,23580,1,When Arrival,4_1_8
111_1_1,23580,0,When Arrival,1_1_9
305_4_0,23580,12,When Arrival,4_0_9
101_1_1,23580,4,Before Onboard,1_1_5
101_1_1,23580,0,After Onboard,1_1_5
128_1_0,23580,5,Before Onboard,1_0_5
128_1_0,23580,0,After Onboard,1_0_5
113_2_0,23580,24,Before Onboard,2_0_9
113_2_0,23580,0,After Onboard,2_0_9
913_4_1,23580,11,Before Onboard,4_1_7
913_4_1,23580,0,After Onboard,4_1_7
213_2_1,23580,13,Before Onboard,2_1_11
213_2_1,23580,0,After Onboard,2_1_11
204_2_1,23610,0,When Arrival,2_1_8
305_3_0,23610,18,When Arrival,3_0_12
204_2_0,23610,14,Before Onboard,2_0_12
204_2_0,23610,0,After Onboard,2_0_12
108_1_1,23610,4,When Arrival,1_1_8
125_1_1,23610,2,Before Onboard,1_1_14
125_1_1,23610,0,After Onboard,1_1_14
105_3_1,23610,0,When Arrival,3_1_4
329_3_0,23610,0,When Arrival,3_0_4
103_1_1,23610,0,When Arrival,1_1_6
105_1_1,23640,2,When Arrival,1_1_7
208_3_0,23640,12,Before Onboard,3_0_11
208_3_0,23640,0,After Onboard,3_0_11
913_4_0,23640,0,When Arrival,4_0_10
111_1_1,23640,3,Before Onboard,1_1_9
111_1_1,23640,0,After Onboard,1_1_9
305_4_1,23640,9,Before Onboard,4_1_8
305_4_1,23640,0,After Onboard,4_1_8
113_2_1,23640,2,When Arrival,2_1_11
122_1_1,23640,0,When Arrival,1_1_13
213_2_0,23640,0,When Arrival,2_0_9
310_3_1,23640,0,When Arrival,3_1_7
316_3_1,23640,0,When Arrival,3_1_9
305_4_0,23640,13,Before Onboard,4_0_9
305_4_0,23640,0,After Onboard,4_0_9
116_1_0,23670,5,When Arrival,1_0_10
325_3_1,23670,0,When Arrival,3_1_12
305_3_0,23670,19,Before Onboard,3_0_12
305_3_0,23670,0,After Onboard,3_0_12
116_3_1,23670,8,When Arrival,3_1_8
105_3_1,23670,9,Before Onboard,3_1_4
105_3_1,23670,0,After Onboard,3_1_4
108_1_1,23670,13,Before Onboard,1_1_8
108_1_1,23670,0,After Onboard,1_1_8
329_3_0,23670,8,Before Onboard,3_0_4
329_3_0,23670,0,After Onboard,3_0_4
216_2_0,23670,0,When Arrival,2_0_8
210_2_0,23670,0,When Arrival,2_0_10
103_1_1,23670,6,Before Onboard,1_1_6
103_1_1,23670,0,After Onboard,1_1_6
204_2_1,23670,2,Before Onboard,2_1_8
204_2_1,23670,0,After Onboard,2_1_8
909_4_1,23700,0,When Arrival,4_1_6
202_2_1,23700,0,When Arrival,2_1_7
213_2_0,23700,4,Before Onboard,2_0_9
213_2_0,23700,0,After Onboard,2_0_9
919_4_1,23700,0,When Arrival,4_1_9
110_1_1,23700,0,When Arrival,1_1_9
122_1_1,23700,12,Before Onboard,1_1_13
122_1_1,23700,0,After Onboard,1_1_13
113_2_1,23700,11,Before Onboard,2_1_11
113_2_1,23700,0,After Onboard,2_1_11
113_1_0,23700,19,When Arrival,1_0_11
321_3_0,23700,0,When Arrival,3_0_7
303_3_1,23700,0,When Arrival,3_1_5
310_3_1,23700,14,Before Onboard,3_1_7
310_3_1,23700,0,After Onboard,3_1_7
316_3_1,23700,6,Before Onboard,3_1_9
316_3_1,23700,0,After Onboard,3_1_9
921_4_0,23700,0,When Arrival,4_0_8
913_4_0,23700,9,Before Onboard,4_0_10
913_4_0,23700,0,After Onboard,4_0_10
928_4_0,23700,0,When Arrival,4_0_6
219_2_0,23700,0,When Arrival,2_0_7
105_1_1,23700,6,Before Onboard,1_1_7
105_1_1,23700,0,After Onboard,1_1_7
119_1_0,23700,0,When Arrival,1_0_9
108_4_0,23700,21,When Arrival,4_0_9
216_2_0,23730,8,Before Onboard,2_0_8
216_2_0,23730,0,After Onboard,2_0_8
210_2_0,23730,9,Before Onboard,2_0_10
210_2_0,23730,0,After Onboard,2_0_10
119_1_1,23730,0,When Arrival,1_1_12
110_1_0,23730,0,When Arrival,1_0_12
116_1_0,23730,15,Before Onboard,1_0_10
116_1_0,23730,0,After Onboard,1_0_10
116_3_1,23730,8,Before Onboard,3_1_8
116_3_1,23730,0,After Onboard,3_1_8
325_3_1,23730,13,Before Onboard,3_1_12
325_3_1,23730,0,After Onboard,3_1_12
113_1_1,23730,24,When Arrival,1_1_10
119_1_0,23760,18,Before Onboard,1_0_9
119_1_0,23760,0,After Onboard,1_0_9
208_2_0,23760,0,When Arrival,2_0_11
206_2_1,23760,0,When Arrival,2_1_9
113_1_0,23760,24,Before Onboard,1_0_11
113_1_0,23760,0,After Onboard,1_0_11
303_3_1,23760,12,Before Onboard,3_1_5
303_3_1,23760,0,After Onboard,3_1_5
202_2_1,23760,12,Before Onboard,2_1_7
202_2_1,23760,0,After Onboard,2_1_7
321_3_0,23760,12,Before Onboard,3_0_7
321_3_0,23760,0,After Onboard,3_0_7
926_4_1,23760,0,When Arrival,4_1_11
925_4_0,23760,0,When Arrival,4_0_7
921_4_0,23760,9,Before Onboard,4_0_8
921_4_0,23760,0,After Onboard,4_0_8
928_4_0,23760,13,Before Onboard,4_0_6
928_4_0,23760,0,After Onboard,4_0_6
108_4_0,23760,24,Before Onboard,4_0_9
108_4_0,23760,0,After Onboard,4_0_9
219_2_0,23760,9,Before Onboard,2_0_7
219_2_0,23760,0,After Onboard,2_0_7
919_4_1,23760,6,Before Onboard,4_1_9
919_4_1,23760,0,After Onboard,4_1_9
110_1_1,23760,16,Before Onboard,1_1_9
110_1_1,23760,0,After Onboard,1_1_9
116_1_1,23760,14,When Arrival,1_1_11
909_4_1,23760,15,Before Onboard,4_1_6
909_4_1,23760,0,After Onboard,4_1_6
214_2_1,23790,0,When Arrival,2_1_12
113_1_1,23790,24,Before Onboard,1_1_10
113_1_1,23790,0,After Onboard,1_1_10
110_1_0,23790,3,Before Onboard,1_0_12
110_1_0,23790,0,After Onboard,1_0_12
119_1_1,23790,1,Before Onboard,1_1_12
119_1_1,23790,0,After Onboard,1_1_12
122_1_0,23790,0,When Arrival,1_0_8
105_1_0,23790,0,When Arrival,1_0_14
214_2_0,23820,0,When Arrival,2_0_9
116_1_1,23820,17,Before Onboard,1_1_11
116_1_1,23820,0,After Onboard,1_1_11
103_1_0,23820,0,When Arrival,1_0_15
926_4_1,23820,17,Before Onboard,4_1_11
926_4_1,23820,0,After Onboard,4_1_11
303_3_0,23820,0,When Arrival,3_0_13
321_3_1,23820,0,When Arrival,3_1_11
925_4_0,23820,18,Before Onboard,4_0_7
925_4_0,23820,0,After Onboard,4_0_7
922_4_0,23820,0,When Arrival,4_0_8
918_4_1,23820,0,When Arrival,4_1_9
208_2_0,23820,4,Before Onboard,2_0_11
208_2_0,23820,0,After Onboard,2_0_11
108_1_0,23820,4,When Arrival,1_0_13
206_2_1,23820,10,Before Onboard,2_1_9
206_2_1,23820,0,After Onboard,2_1_9
111_1_0,23850,0,When Arrival,1_0_12
122_1_0,23850,8,Before Onboard,1_0_8
122_1_0,23850,0,After Onboard,1_0_8
206_2_0,23850,0,When Arrival,2_0_12
214_2_1,23850,16,Before Onboard,2_1_12
214_2_1,23850,0,After Onboard,2_1_12
325_3_0,23850,0,When Arrival,3_0_6
105_1_0,23850,5,Before Onboard,1_0_14
105_1_0,23850,0,After Onboard,1_0_14
116_3_0,23850,13,When Arrival,3_0_10
208_2_1,23850,7,When Arrival,2_1_10
918_4_1,23880,16,Before Onboard,4_1_9
918_4_1,23880,0,After Onboard,4_1_9
103_1_0,23880,6,Before Onboard,1_0_15
103_1_0,23880,0,After Onboard,1_0_15
310_3_0,23880,0,When Arrival,3_0_11
125_1_0,23880,0,When Arrival,1_0_7
108_1_0,23880,7,Before Onboard,1_0_13
108_1_0,23880,0,After Onboard,1_0_13
303_3_0,23880,9,Before Onboard,3_0_13
303_3_0,23880,0,After Onboard,3_0_13
922_4_0,23880,15,Before Onboard,4_0_8
922_4_0,23880,0,After Onboard,4_0_8
